,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///gridstatus/tests/test_ercot_api.py:774:24:774:44""]] should not be used.","/gridstatus/tests/test_ercot_api.py","774","24","774","44"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///gridstatus/tests/test_utils.py:23:26:23:46""]] should not be used.","/gridstatus/tests/test_utils.py","23","26","23","46"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///gridstatus/tests/test_utils.py:48:30:48:50""]] should not be used.","/gridstatus/tests/test_utils.py","48","30","48","50"
