,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///sematic/api/endpoints/runs.py:674:28:674:53""]] should not be used.","/sematic/api/endpoints/runs.py","674","28","674","53"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///sematic/api/endpoints/runs.py:678:29:678:54""]] should not be used.","/sematic/api/endpoints/runs.py","678","29","678","54"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///sematic/api/endpoints/runs.py:681:29:681:54""]] should not be used.","/sematic/api/endpoints/runs.py","681","29","681","54"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///sematic/tests/test_abstract_system_metric.py:59:24:59:40""]] should not be used.","/sematic/tests/test_abstract_system_metric.py","59","24","59","40"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///sematic/tests/test_abstract_system_metric.py:75:24:75:40""]] should not be used.","/sematic/tests/test_abstract_system_metric.py","75","24","75","40"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///sematic/tests/test_abstract_system_metric.py:83:24:83:40""]] should not be used.","/sematic/tests/test_abstract_system_metric.py","83","24","83","40"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///sematic/metrics/tests/test_func_effective_runtime_metric.py:56:54:56:70""]] should not be used.","/sematic/metrics/tests/test_func_effective_runtime_metric.py","56","54","56","70"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///sematic/metrics/tests/test_func_success_rate_metric.py:94:24:94:40""]] should not be used.","/sematic/metrics/tests/test_func_success_rate_metric.py","94","24","94","40"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///sematic/metrics/tests/test_metric_point.py:15:21:15:46""]] should not be used.","/sematic/metrics/tests/test_metric_point.py","15","21","15","46"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///sematic/metrics/tests/test_run_count_metric.py:34:24:34:49""]] should not be used.","/sematic/metrics/tests/test_run_count_metric.py","34","24","34","49"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///sematic/api/endpoints/tests/test_runs.py:395:11:395:36""]] should not be used.","/sematic/api/endpoints/tests/test_runs.py","395","11","395","36"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///sematic/api/endpoints/tests/test_runs.py:417:11:417:36""]] should not be used.","/sematic/api/endpoints/tests/test_runs.py","417","11","417","36"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///sematic/api/endpoints/tests/test_runs.py:1142:11:1142:36""]] should not be used.","/sematic/api/endpoints/tests/test_runs.py","1142","11","1142","36"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///sematic/plugins/metrics_storage/sql/tests/test_sql_metrics_storage.py:43:25:43:50""]] should not be used.","/sematic/plugins/metrics_storage/sql/tests/test_sql_metrics_storage.py","43","25","43","50"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///sematic/plugins/metrics_storage/sql/tests/test_sql_metrics_storage.py:75:25:75:50""]] should not be used.","/sematic/plugins/metrics_storage/sql/tests/test_sql_metrics_storage.py","75","25","75","50"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///sematic/plugins/metrics_storage/sql/tests/test_sql_metrics_storage.py:91:25:91:50""]] should not be used.","/sematic/plugins/metrics_storage/sql/tests/test_sql_metrics_storage.py","91","25","91","50"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///sematic/plugins/metrics_storage/sql/tests/test_sql_metrics_storage.py:123:25:123:50""]] should not be used.","/sematic/plugins/metrics_storage/sql/tests/test_sql_metrics_storage.py","123","25","123","50"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///sematic/plugins/metrics_storage/sql/tests/test_sql_metrics_storage.py:207:21:207:46""]] should not be used.","/sematic/plugins/metrics_storage/sql/tests/test_sql_metrics_storage.py","207","21","207","46"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///sematic/resolvers/tests/test_worker.py:124:20:124:45""]] should not be used.","/sematic/resolvers/tests/test_worker.py","124","20","124","45"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///sematic/resolvers/tests/test_worker.py:125:20:125:45""]] should not be used.","/sematic/resolvers/tests/test_worker.py","125","20","125","45"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///sematic/resolvers/tests/test_worker.py:134:20:134:45""]] should not be used.","/sematic/resolvers/tests/test_worker.py","134","20","134","45"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///sematic/resolvers/tests/test_worker.py:135:20:135:45""]] should not be used.","/sematic/resolvers/tests/test_worker.py","135","20","135","45"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///sematic/resolvers/tests/test_worker.py:145:20:145:45""]] should not be used.","/sematic/resolvers/tests/test_worker.py","145","20","145","45"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///sematic/resolvers/tests/test_worker.py:146:20:146:45""]] should not be used.","/sematic/resolvers/tests/test_worker.py","146","20","146","45"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///sematic/resolvers/worker.py:98:21:98:46""]] should not be used.","/sematic/resolvers/worker.py","98","21","98","46"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///sematic/resolvers/worker.py:124:24:124:49""]] should not be used.","/sematic/resolvers/worker.py","124","24","124","49"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///sematic/resolvers/worker.py:137:27:137:52""]] should not be used.","/sematic/resolvers/worker.py","137","27","137","52"
