,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///custom_components/entsoe/coordinator.py:195:45:195:55""]] should not be used.","/custom_components/entsoe/coordinator.py","195","45","195","55"
,"Deprecated methods are dangerous and can cause silent failures or unexpected behaviour.","warning","Deprecated methods such as [[""utcnow""|""relative:///custom_components/entsoe/coordinator.py:200:24:200:34""]] should not be used.","/custom_components/entsoe/coordinator.py","200","24","200","34"
