idf
4.795145156266289
7.904949886080128
9.696709355308183
5.97101592807153
5.93550923961462
5.477201650132076
6.700977081754192
8.443946386812815
5.213706803294299
7.131759997846646
7.904949886080128
4.88046819924015
5.689376170075712
5.545669449409536
2.9339798483763033
9.696709355308183
5.283911061967547
5.3084521708836645
7.824907178406591
9.003562174748238
6.230973452508456
7.499484777971963
3.2014437993711744
8.780418623434027
7.445417556701687
6.893348974401648
3.0046256128015543
3.636418617270348
7.991961263069757
4.081758094358597
3.875143844995598
3.9330868802959644
